227,743,5897
228,281,3453
229,490,2694
230,1068,5868
231,80,1529
232,1006,3396
233,891,3484
234,1026,2521
235,177,4001
236,380,6667
237,517,4310
238,241,1671
239,1065,4457
240,698,5167
241,26,5475
242,990,6525
243,327,6860
244,469,6665
245,913,3660
246,916,3380
247,672,665
248,727,6457
249,764,5914
250,585,6047
251,835,3439
252,1006,2141
253,686,6378
254,897,3395
255,387,6550
256,829,1368
257,710,1562
258,767,3077
259,712,3890
260,361,110
261,93,3627
262,329,4568
263,363,3681
264,385,3276
265,87,5191
266,467,3534
267,104,5569
268,967,778
269,331,5017
270,104,132
271,314,5317
272,752,3874
273,938,3290
274,895,5312
275,407,2327
276,239,376
277,568,4696
278,39,5924
279,1035,1396
280,406,2073
281,910,6478
282,339,4762
283,110,6645
284,734,5958
285,496,696
286,654,6735
287,266,6322
288,367,5864
289,744,2949
290,300,3850
291,72,1614
292,209,3627
293,749,237
294,574,4635
295,435,2560
296,252,572
297,64,5419
298,1074,4294
299,86,3534
300,344,6349
301,786,50
302,60,4320
303,990,1433
304,333,2974
305,463,857
306,625,2070
307,218,3901
308,188,123
309,519,1833
310,223,4418
311,269,3431
312,655,3114
313,361,3043
314,559,4599
315,1010,55
316,521,1787
317,83,3212
318,361,4546
319,187,5358
320,599,5176
321,275,3882
322,479,4849
323,1001,6870
324,259,3628
325,672,5845
326,593,1765
327,269,1510
328,713,4710
329,557,6769
330,894,3625
331,882,2885
332,820,380
333,872,1208
334,177,2226
335,96,2212
336,685,3162
337,1023,4267
338,436,3198
339,874,5871
340,392,1011
341,231,759
342,357,4543
343,632,5618
344,700,3260
345,344,5513
346,39,2359
347,309,1837
348,75,2645
349,357,3389
350,677,435
351,1022,2969
352,431,3985
353,249,5816
354,66,3914
355,709,6570
356,381,3378
357,816,5731
358,1069,3013
359,1074,3653
360,25,2544
361,189,2232
362,883,5974
363,868,3281
364,912,4921
365,734,1692
366,807,1715
367,828,2343
368,264,3423
369,456,2557
370,516,4609
371,977,6612
372,1011,2463
373,246,620
374,943,6675
375,942,6172
376,444,5726
377,430,6746
378,396,6546
379,947,4614
380,336,2300
381,728,3172
382,186,3660
383,287,6452
384,1022,1682
385,608,4768
386,867,1455
387,682,4449
388,434,4133
389,1075,6998
390,775,4404
391,613,3179
392,621,3802
393,1050,2946
394,649,990
395,1052,6736
396,927,58
397,1001,1430
398,539,1658
399,815,2666
400,935,5573
401,129,4994
402,994,5127
403,1074,4229
404,262,1208
405,434,2750
406,551,1957
407,490,5253
408,1031,5633
409,713,4748
410,779,2295
411,802,4275
412,284,5487
413,547,1184
414,964,6426
415,1047,6478
416,1087,3084
417,351,2217
418,665,3182
419,142,2452
420,242,700
421,991,4479
422,25,4521
423,681,6968
424,23,4845
425,695,4316
426,360,1785
427,327,11
428,180,5527
429,768,4445
430,43,1520
431,971,5733
432,72,5787
433,830,5360
434,784,2911
435,820,2274
436,787,5118
437,1022,6973
438,624,4934
439,936,5511
440,185,3452
441,136,2031
442,31,1679
443,303,451
444,483,5207
445,953,3842
446,279,5520
447,1072,3049
448,868,5167
449,470,1868
450,260,5111
451,932,6562
452,685,2024
453,243,1365
454,552,4534
455,1100,6301
456,897,6393
457,977,5545
458,16,2278
459,863,6665
460,949,1177
461,119,5306
462,865,2669
463,569,4615
464,629,1138
465,303,2296
466,332,6682
467,373,3210
468,616,2072
469,918,2459
470,1058,4501
471,896,6240
472,547,3552
473,1100,469
474,316,3441
475,75,3855
476,726,6411
477,784,6618
478,1091,6948
479,420,3875
480,689,306
481,266,2489
482,580,5659
483,592,716
484,752,5457
485,1019,6993
486,729,2016
487,361,5762
488,634,3294
489,6,6687
490,29,46
491,938,1435
492,109,5640
493,726,1725
494,392,1600
495,518,5992
496,164,4298
497,1009,770
498,228,3855
499,281,6846
500,708,4919
501,262,2134
502,45,1363
503,1058,6288
504,43,117
505,51,6227
506,406,255
507,769,1471
508,844,364
509,47,4679
510,1020,1687
511,109,2748
512,752,1134
513,389,255
514,233,2282
515,626,2866
516,637,4574
517,1039,243
518,370,5450
519,849,3366
520,986,3483
521,755,646
522,572,1432
523,251,5704
524,257,1435
525,441,6829
526,12,4962
527,705,2970
528,39,6082
529,642,2997
530,122,999
531,482,3141
532,119,2458
533,986,6774
534,761,4864
535,894,3800
536,187,3218
537,286,4860
538,937,2686
539,600,5235
540,20,1674
541,763,2442
542,571,5800
543,637,2045
544,234,2250
545,336,5895
546,664,6691
547,447,1899
548,886,6680
549,247,2907
550,589,2218
551,762,3290
552,421,632
553,405,4008
554,184,5517
555,677,6706
556,591,5411
557,536,6234
558,465,5659
559,1002,6210
560,513,5203
561,464,6977
562,33,2850
563,241,2704
564,1049,4691
565,222,2244
566,743,6211
567,552,3000
568,90,1560
569,1098,5302
570,125,6633
571,490,290
572,336,4012
573,650,2922
574,178,4304
575,919,5382
576,152,5368
577,468,6264
578,667,5263
579,217,2640
580,65,3630
581,56,1559
582,1009,3280
583,1005,1582
584,380,1527
585,610,2963
586,848,5165
587,362,870
588,296,6616
589,1052,5790
590,23,50
591,885,3411
592,418,1172
593,293,3944
594,965,4239
595,1015,4719
596,362,3919
597,7,6352
598,53,1133
599,149,592
600,624,4727
601,562,490
602,386,3758
603,878,2084
604,163,971
605,950,2817
606,355,6518
607,635,2182
608,972,4381
609,828,5427
610,220,6894
611,982,6945
612,924,2682
613,24,3050
614,454,1997
615,147,5601
616,209,6942
617,380,3911
618,266,3815
619,46,4503
620,805,6377
621,1019,1231
622,918,4824
623,514,3019
624,34,6934
625,467,1776
626,951,2879
627,958,5785
628,363,2121
629,799,6025
630,825,4629
631,180,4943
632,104,1102
633,958,2183
634,185,3509
635,796,3026
636,513,6775
637,1097,676
638,521,812
639,349,4510
640,212,4748
641,736,1648
642,418,5767
643,868,3173
644,746,1377
645,213,6602
646,688,921
647,775,1668
648,350,6197
649,1070,861
650,609,3948
651,835,3011
652,1097,6591
653,943,3693
654,695,2781
655,277,5531
656,686,2889
657,57,3625
658,593,6522
659,224,3503
660,202,3927
661,264,5584
662,405,4861
663,432,6493
664,693,3238
665,178,2814
666,272,2215
667,601,3180
668,827,791
669,397,5518
670,208,2663
671,21,2222
672,175,1083
673,984,2646
674,744,5091
675,1097,5461
676,883,518
677,102,4720
678,276,1556
679,1081,327
680,681,5805
681,132,3613
682,1022,4108
683,1050,4995
684,647,1274
685,1087,4546
686,420,2176
687,238,3034
688,940,2404
689,647,5692
690,440,623
691,588,2193
692,813,762
693,977,3741
694,875,5610
695,135,1764
696,396,5303
697,674,2079
698,469,1796
699,323,1858
700,843,5476
701,285,821
702,1080,3642
703,608,2917
704,1073,4954
705,204,5710
706,72,2098
707,516,4312
708,639,2039
709,258,4580
710,596,213
711,497,2761
712,296,846
713,1078,5630
714,799,6190
715,824,654
716,1,1081
717,731,428
718,399,6626
719,670,1681
720,530,5368
721,837,5841
722,193,6863
723,126,6358
724,906,6113
725,62,1863
726,222,6759
727,1040,754
728,342,5272
729,942,4257
730,327,3924
731,280,1547
732,598,1469
733,881,2610
734,209,643
735,144,5156
736,838,67
737,628,1888
738,910,6195
739,433,6159
740,162,1636
741,387,2349
742,426,4
743,799,6234
744,662,3904
745,517,6642
746,765,3291
747,423,2165
748,530,6037
749,291,3203
750,115,5682
751,19,704
752,722,3821
753,284,4496
754,855,4745
755,10,5879
756,767,3437
757,1035,3575
758,226,5218
759,287,5255
760,160,1258
761,146,3093
762,878,5558
763,294,160
764,897,3547
765,65,1036
766,516,3043
767,279,5402
768,418,5524
769,856,3867
770,424,2495
771,364,2962
772,325,5286
773,1073,5051
774,436,6227
775,971,1444
776,427,3858
777,1035,6150
778,269,522
779,225,95
780,3,6117
781,195,584
782,280,3857
783,259,2118
784,126,5978
785,538,6728
786,717,998
787,172,2299
788,187,3845
789,368,6661
790,63,1227
791,925,6892
792,620,4524
793,375,4178
794,330,5691
795,383,1304
796,763,4006
797,613,4172
798,327,2057
799,724,5008
800,366,6133
801,665,1640
802,1063,141
803,554,704
804,530,1341
805,498,3472
806,52,1360
807,585,5669
808,707,588
809,57,4748
810,494,4276
811,857,4070
812,458,5914
813,879,2499
814,386,1078
815,341,5156
816,485,6392
817,213,6977
818,889,5182
819,713,548
820,134,5650
821,1002,6544
822,170,3172
823,144,4497
824,652,3175
825,339,657
826,935,594
827,850,948
828,796,2733
829,245,4473
830,936,1070
831,363,3630
832,404,255
833,414,319
834,672,3310
835,793,2522
836,755,409
837,667,1490
838,809,2795
839,1038,3653
840,459,1704
841,756,3212
842,279,3977
843,555,4952
844,892,4692
845,640,4835
846,33,3835
847,65,1498
848,547,4207
849,179,4669
850,1050,1376
851,939,695
852,496,4468
853,879,2849
854,661,2939
855,674,5086
856,855,6867
857,60,6490
858,666,500
859,999,5164
860,548,4417
861,1038,157
862,634,2873
863,732,3091
864,306,3226
865,278,863
866,1057,3066
867,667,4559
868,307,1497
869,105,6105
870,1051,3310
871,204,4694
872,1045,772
873,35,4286
874,154,1168
875,123,1981
876,774,4874
877,900,153
878,617,806
879,1007,5935
880,496,2734
881,26,1514
882,353,2965
883,360,1503
884,198,347
885,545,4871
886,874,6376
887,189,5002
888,437,6615
889,633,1036
890,953,4321
891,862,1375
892,247,6146
893,495,725
894,449,3764
895,147,1272
896,1011,325
897,227,5073
898,348,6536
899,798,385
900,1078,6254
901,642,4654
902,162,4854
903,353,2525
904,890,1760
905,618,897
906,278,2330
907,973,246
908,842,1277
909,841,1493
910,967,5887
911,715,4020
912,941,6237
913,829,4728
914,916,389
915,491,1354
916,706,3230
917,554,6259
918,668,3068
919,431,69
920,654,868
921,494,1384
922,490,3744
923,971,4574
924,1057,3791
925,883,4172
926,457,5660
927,560,2501
928,195,6489
929,1036,6252
930,44,5593
931,364,4373
932,1068,1287
933,196,3361
934,278,2262
935,220,5645
936,615,5501
937,549,174
938,455,1902
939,753,2531
940,102,5012
941,542,5502
942,966,239
943,314,3256
944,668,1630
945,128,6088
946,684,3159
947,271,5680
948,118,6317
949,536,2309
950,838,4263
951,447,1265
952,874,6305
953,119,6462
954,996,6298
955,523,6336
956,126,1081
957,688,2792
958,738,1028
959,324,3209
960,218,2342
961,433,913
962,481,6500
963,464,4190
964,333,3341
965,730,4266
966,660,5212
967,457,2780
968,607,5659
969,616,2484
970,354,3574
971,416,6315
972,1097,1416
973,543,4237
974,261,1894
975,670,5628
976,415,4543
977,1071,3210
978,754,196
979,758,370
980,800,1466
981,282,4468
982,590,2528
983,777,6932
984,689,4735
985,144,597
986,1094,2454
987,372,2215
988,519,5103
989,265,2097
990,760,5522
991,1005,3557
992,200,5731
993,943,4320
994,259,3418
995,726,5642
996,1069,1976
997,312,3768
998,766,5761
999,676,6923
1000,1002,4610
1001,715,572
1002,1033,6423
1003,716,3855
1004,227,2609
1005,852,1353
1006,714,3923
1007,177,5152
1008,544,3088
1009,679,3670
1010,657,2499
1011,652,6960
1012,406,3907
1013,744,6457
1014,224,6560
1015,869,1150
1016,608,2606
1017,757,6694
1018,298,6573
1019,668,5744
1020,230,666
1021,1070,809
1022,71,2326
1023,381,2264
1024,405,6345
1025,604,1368
1026,547,6635
1027,438,1154
1028,892,5975
1029,850,4267
1030,1002,4188
1031,1065,6329
1032,12,5345
1033,411,126
1034,502,5500
1035,863,4247
1036,156,4951
1037,125,5084
1038,1084,6871
1039,1046,4395
1040,189,1755
1041,350,979
1042,569,2069
1043,723,2978
1044,575,5880
1045,78,2651
1046,390,2255
1047,951,3608
1048,638,4485
1049,539,6080
1050,167,6887
1051,130,6494
1052,113,3218
1053,87,5702
1054,1096,2330
1055,87,2651
1056,993,2720
1057,437,6306
1058,523,5191
1059,121,4685
1060,395,1259
1061,564,6941
1062,27,1590
1063,420,2783
1064,885,768
1065,418,3497
1066,211,5675
1067,592,4090
1068,393,5185
1069,366,3659
1070,995,5450
1071,108,2854
1072,201,1397
1073,806,3769
1074,802,6162
1075,64,3903
1076,527,4474
1077,637,5380
1078,949,6340
1079,508,1850
1080,1054,2101
1081,24,5396
1082,670,859
1083,850,247
1084,703,5678
1085,741,6960
1086,913,2748
1087,771,758
1088,981,327
1089,247,4437
1090,848,3525
1091,157,6676
1092,749,6651
1093,663,2852
1094,925,6902
1095,834,6013
1096,713,1833
1097,282,2926
1098,690,1692
1099,179,4729
1100,328,1311
1101,531,1705
1102,555,6499
1103,993,1832
1104,624,5961
1105,721,890
1106,904,1217
1107,288,2336
1108,307,5489
1109,383,4369
1110,302,680
1111,682,5027
1112,114,6942
1113,130,2322
1114,961,6754
1115,252,5987
1116,320,6295
1117,494,312
1118,124,660
1119,833,5097
1120,1011,1759
1121,1001,1906
1122,703,5389
1123,468,4902
1124,641,2376
1125,277,2904
1126,132,1782
1127,489,3186
1128,465,6306
1129,506,2197
1130,718,2721
1131,1000,1923
1132,287,2963
1133,1037,3892
1134,149,3099
1135,297,2755
1136,422,1237
1137,393,3172
1138,667,3107
1139,257,2188
1140,781,5397
1141,642,981
1142,767,3787
1143,1087,2917
1144,93,6471
1145,24,6402
1146,222,6764
1147,216,1204
1148,128,5893
1149,624,502
1150,696,1107
1151,641,650
1152,837,935
1153,711,801
1154,419,3672
1155,1076,1132
1156,1049,1058
1157,220,5779
1158,432,2396
1159,287,151
1160,467,4675
1161,834,4093
1162,1075,4352
1163,119,4137
1164,848,5690
1165,95,5452
1166,167,3410
1167,630,4572
1168,716,2170
1169,753,1999
1170,403,6776
1171,705,4676
1172,362,1733
1173,360,478
1174,598,5780
1175,1066,4253
1176,371,1553
1177,938,3723
1178,559,4456
1179,858,2344
1180,755,2903
1181,118,6194
1182,721,265
1183,399,2212
1184,726,1576
1185,797,1538
1186,492,1670
1187,1063,6918
1188,656,2224
1189,991,6410
1190,113,6424
1191,319,1995
1192,313,5205
1193,258,3767
1194,1,4737
1195,521,2627
1196,673,5223
1197,308,6010
1198,539,6015
1199,777,3494
1200,1096,6735
1201,697,1900
1202,285,1015
1203,443,1928
1204,1039,3529
1205,331,5676
1206,1026,5188
1207,639,4166
1208,552,4196
1209,20,2437
1210,222,727
1211,287,2295
1212,374,3198
1213,855,4083
1214,1023,1014
1215,800,6741
1216,1066,5826
1217,183,1900
1218,194,1495
1219,496,1372
1220,94,5891
1221,162,2048
1222,692,3675
1223,953,4632
1224,1018,3608
1225,534,5426
1226,661,525
1227,424,5144
1228,641,984
1229,722,2270
1230,535,5770
1231,207,1271
1232,1080,6069
1233,1033,4939
1234,427,4281
1235,751,1855
1236,771,6235
1237,714,3449
1238,703,5490
1239,438,1037
1240,377,1095
1241,858,1505
1242,978,5368
1243,101,5722
1244,7,1777
1245,485,6161
1246,750,1121
1247,850,1582
1248,93,2548
1249,789,5007
1250,757,282
1251,67,3077
1252,436,3299
1253,361,259
1254,87,3021
1255,941,5715
1256,906,1572
1257,766,6527
1258,837,6300
1259,634,1961
1260,348,414
1261,40,5728
1262,1069,6141
1263,910,103
1264,1050,876
1265,938,836
1266,879,3701
1267,869,1994
1268,89,2616
1269,441,1603
1270,929,1871
1271,375,5469
1272,1056,6907
1273,961,3391
1274,759,252
1275,30,2961
1276,776,5945
1277,488,3414
1278,947,2858
1279,159,4703
1280,172,127
1281,1095,5956
1282,117,2904
1283,1088,153
1284,416,1559
1285,776,868
1286,916,1485
1287,779,4463
1288,385,1312
1289,882,3582
1290,967,102
1291,37,1750
1292,238,3664
1293,55,1775
1294,176,5462
1295,688,4400
1296,792,675
1297,1066,6886
1298,564,3661
1299,905,1792
1300,375,155
1301,620,1098
1302,356,3403
1303,602,6908
1304,1015,1023
1305,459,2391
1306,849,3019
1307,849,6587
1308,632,3470
1309,870,3552
1310,676,899
1311,1086,5087
1312,893,4643
1313,726,3483
1314,763,112
1315,768,5234
1316,200,6920
1317,815,6322
1318,710,5596
1319,891,6042
1320,411,2628
1321,203,5582
1322,53,4450
1323,983,3374
1324,564,6503
1325,293,4588
1326,92,4453
1327,412,1208
1328,849,2851
1329,51,1793
1330,342,1222
1331,704,2274
1332,329,5938
1333,260,2751
1334,1052,5325
1335,407,2195
1336,753,4204
1337,362,6688
1338,312,1789
1339,42,1193
1340,479,6471
1341,1100,887
1342,519,2050
1343,1051,38
1344,389,1495
1345,725,132
1346,761,6131
1347,169,6054
1348,726,2590
1349,942,5622
1350,964,2
1351,514,2564
1352,96,3226
1353,348,4336
1354,289,928
1355,187,4242
1356,784,4779
1357,915,5166
1358,461,3364
1359,686,95
1360,185,2203
1361,75,5231
1362,741,6059
1363,628,264
1364,617,1006
1365,695,6794
1366,626,1294
1367,655,2017
1368,861,4290
1369,332,5970
1370,412,2673
1371,753,5963
1372,833,1517
1373,987,2244
1374,819,199
1375,414,1510
1376,609,3292
1377,1007,4926
1378,433,1513
1379,817,1605
1380,496,4176
1381,154,4455
1382,244,2406
1383,999,5007
1384,937,3240
1385,616,1603
1386,1034,1090
1387,257,3033
1388,920,4795
1389,586,582
1390,480,3896
1391,1030,6110
1392,921,932
1393,1096,3438
1394,1033,3289
1395,355,6113
1396,236,2534
1397,139,1882
1398,260,1541
1399,441,3167
1400,1009,4360
1401,167,1903
1402,710,1663
1403,314,1088
1404,774,5336
1405,737,2599
1406,212,2947
1407,1003,2173
1408,244,2817
1409,34,5066
1410,241,3369
1411,631,6552
1412,797,2038
1413,342,2599
1414,462,2953
1415,981,4616
1416,892,1494
1417,177,1665
1418,668,861
1419,258,1524
1420,1062,5360
1421,509,3604
1422,487,588
1423,524,2245
1424,1023,2014
1425,501,1254
1426,494,179
1427,832,6806
1428,323,3651
1429,686,5240
1430,824,4
1431,368,2285
1432,537,5103
1433,798,4973
1434,1053,4616
1435,981,2169
1436,862,439
1437,852,1632
1438,434,1542
1439,378,6627
1440,82,5687
1441,73,1239
1442,1059,3588
1443,202,5559
1444,25,6794
1445,697,5228
1446,584,2986
1447,254,770
1448,855,4853
1449,578,4687
1450,243,1220
1451,368,6083
1452,1060,4282
1453,855,6767
1454,280,1558
1455,1013,4403
1456,256,4712
1457,302,2304
1458,705,5911
1459,1099,6863
1460,132,149
1461,286,4844
1462,169,5248
1463,382,6994
1464,55,5022
1465,649,5084
1466,100,1316
1467,774,342
1468,537,4547
1469,971,1022
1470,33,6688
1471,524,4946
1472,71,1382
1473,44,2678
1474,274,1
1475,364,1882
1476,312,4250
1477,749,1550
1478,111,314
1479,813,499
1480,549,3189
1481,651,6008
1482,252,533
1483,868,2725
1484,597,4536
1485,630,3824
1486,133,3711
1487,123,449
1488,953,5427
1489,763,2092
1490,132,1758
1491,664,2507
1492,893,3419
1493,278,2685
1494,771,5428
1495,158,1303
1496,832,5222
1497,357,2934
1498,693,3339
1499,498,6318
1500,200,3851
1501,30,289
1502,809,1544
1503,1087,1703
1504,687,4893
1505,215,703
1506,475,5073
1507,1028,168
1508,938,3086
1509,341,238
1510,900,4033
1511,146,2172
1512,709,2670
1513,845,6434
1514,373,1705
1515,123,5435
1516,205,50
1517,889,4990
1518,1088,6958
1519,844,2999
1520,41,3327
1521,121,4418
1522,1061,976
1523,307,915
1524,153,3694
1525,926,1892
1526,506,3086
1527,124,1676
1528,513,1383
1529,908,6424
1530,903,2884
1531,952,633
1532,125,4561
1533,345,3267
1534,386,5822
1535,565,405
1536,718,1173
1537,319,953
1538,96,5836
1539,539,3873
1540,788,2560
1541,241,2476
1542,509,3430
1543,665,6844
1544,126,2903
1545,670,645
1546,756,4991
1547,848,6341
1548,776,5234
1549,960,2866
1550,888,4652
1551,522,1996
1552,739,6779
1553,198,4353
1554,495,6204
1555,928,5446
1556,600,3510
1557,843,3353
1558,706,5934
1559,1017,5312
1560,312,1128
1561,435,3869
1562,274,3168
1563,127,6161
1564,842,5226
1565,484,6649
1566,589,4852
1567,993,2338
1568,872,2957
1569,1022,997
1570,814,866
1571,1035,6295
1572,976,6413
1573,606,31
1574,364,2578
1575,75,5820
1576,737,992
1577,948,4619
1578,131,672
1579,659,6914
1580,743,6046
1581,148,3860
1582,905,5281
1583,367,5681
1584,453,104
1585,132,17
1586,122,2482
1587,823,3014
1588,694,6010
1589,143,1067
1590,276,2542
1591,575,4692
1592,287,5122
1593,927,1931
1594,242,3078
1595,701,236
1596,906,2985
1597,679,6758
1598,88,6200
1599,67,6415
1600,726,2686
1601,1022,6202
1602,926,986
1603,977,3399
1604,784,5056
1605,598,4776
1606,312,6357
1607,458,6476
1608,351,563
1609,1025,610
1610,132,2636
1611,768,5323
1612,708,4942
1613,171,635
1614,447,668
1615,514,2526
1616,950,3829
1617,469,3844
1618,326,828
1619,565,1248
1620,263,6699
1621,591,3651
1622,710,4468
1623,384,2919
1624,193,6373
1625,999,1947
1626,1008,6095
1627,1045,6939
1628,653,3244
1629,631,4264
1630,389,4970
1631,159,2259
1632,359,3560
1633,334,4409
1634,1070,3716
1635,282,4444
1636,207,1295
1637,991,3527
1638,565,1982
1639,1040,6291
1640,968,1342
1641,303,50
1642,30,1986
1643,59,103
1644,517,2124
1645,651,4008
1646,155,4606
1647,159,5898
1648,239,3323
1649,83,3176
1650,139,1072
1651,540,639
1652,503,1512
1653,336,4808
1654,782,3888
1655,782,5850
1656,366,6984
1657,822,2396
1658,438,2770
1659,596,3453
1660,203,99
1661,327,6312
1662,527,1547
1663,817,983
1664,678,1635
1665,118,4034
1666,380,3153
1667,129,1572
1668,821,4339
1669,1051,1091
1670,243,3390
1671,139,5906
1672,17,897
1673,233,2060
1674,29,3747
1675,560,3335
1676,848,4062
1677,674,5275
1678,291,3174
1679,707,6062
1680,506,818
1681,721,1893
1682,1077,1670
1683,222,3225
1684,851,3450
1685,577,3603
1686,954,2963
1687,83,5373
1688,1030,2044
1689,134,2751
1690,650,3769
1691,196,5819
1692,936,3903
1693,390,6181
1694,358,659
1695,345,1874
1696,921,886
1697,394,6565
1698,723,5001
1699,169,6256
1700,558,3411
1701,272,933
1702,223,2404
1703,1057,4624
1704,461,1157
1705,911,1760
1706,821,2887
1707,987,4491
1708,667,1812
1709,690,2523
1710,801,3493
1711,664,1313
1712,868,1273
1713,507,3060
1714,1061,3311
1715,826,1854
1716,765,3065
1717,225,572
1718,380,2765
1719,406,5487
1720,293,1961
1721,91,4716
1722,691,2578
1723,486,1116
1724,729,5504
1725,966,4992
1726,38,4058
1727,936,1518
1728,723,6001
1729,1078,1433
1730,235,5516
1731,4,5183
1732,486,6872
1733,985,452
1734,163,6593
1735,565,886
1736,859,2674
1737,801,4310
1738,810,2013
1739,701,4138
1740,1093,4423
1741,170,1841
1742,739,979
1743,1068,212
1744,2,6225
1745,1073,1261
1746,981,5195
1747,444,5815
1748,963,324
1749,146,5410
1750,783,6637
1751,183,5873
1752,471,1118
1753,779,3306
1754,504,4669
1755,1071,4745
1756,1040,6934
1757,738,6969
1758,239,1351
1759,728,4657
1760,728,3862
1761,194,2742
1762,940,3417
1763,221,1706
1764,269,1362
1765,758,2769
1766,941,5853
1767,99,3764
1768,393,5560
1769,307,6453
1770,297,2814
1771,112,3613
1772,118,6367
1773,1018,1157
1774,151,5864
1775,1061,1543
1776,611,1066
1777,716,720
1778,291,1930
1779,196,6156
1780,688,4924
1781,395,2910
1782,347,1652
1783,902,3851
1784,321,4275
1785,915,2562
1786,631,3739
1787,385,5378
1788,483,3528
1789,102,5487
1790,454,1562
1791,155,675
1792,33,507
1793,674,4317
1794,346,2953
1795,497,961
1796,15,96
1797,891,3772
1798,383,2791
1799,435,794
1800,606,3278
1801,18,4029
1802,216,3225
1803,130,2492
1804,766,235
1805,758,1566
1806,372,1275
1807,285,4017
1808,866,827
1809,922,6220
1810,6,5819
1811,1030,3493
1812,1068,329
1813,137,6527
1814,1012,4626
1815,939,3012
1816,34,6866
1817,440,2747
1818,748,6044
1819,1086,5878
1820,1037,142
1821,754,3219
1822,385,5141
1823,336,1045
1824,132,3088
1825,339,1198
1826,698,747
1827,406,4491
1828,669,779
1829,1088,6836
1830,635,3248
1831,858,407
1832,1098,6756
1833,560,1992
1834,409,6751
1835,782,5198
1836,270,2532
1837,115,2052
1838,482,6932
1839,943,5059
1840,777,2933
1841,97,641
1842,910,2046
1843,999,6913
1844,299,4906
1845,2,4735
1846,695,6214
1847,143,709
1848,941,6921
1849,20,2350
1850,845,2759
1851,245,5614
1852,933,4338
1853,783,5837
1854,226,229
1855,90,391
1856,127,1310
1857,935,4569
1858,950,1632
1859,1053,1897
1860,130,1834
1861,822,3346
1862,176,1744
1863,206,2883
1864,1006,5356
1865,11,1387
1866,27,6104
1867,736,4948
1868,12,250
1869,31,6937
1870,37,6108
1871,555,389
1872,35,5456
1873,503,4465
1874,831,6437
1875,629,2849
1876,645,4088
1877,35,5227
1878,354,5105
1879,716,3213
1880,840,2672
1881,577,1643
1882,339,3493
1883,10,4202
1884,457,882
