494,908,5964,5
495,2810,929,2
496,4224,5924,4
497,1081,1589,3
498,2618,3897,2
499,6967,3117,5
500,1229,1006,4
501,5568,6040,3
502,5888,1194,3
503,6783,2922,2
504,4709,5099,1
505,4904,1324,5
506,244,4621,3
507,5860,1931,1
508,5010,6011,5
509,6890,1870,4
510,1011,2278,3
511,116,4316,4
512,286,2390,2
513,1125,1875,4
514,258,2675,5
515,2988,6445,2
516,5489,5544,5
517,1841,3898,5
518,4612,6760,1
519,6197,3704,4
520,3270,5050,4
521,6510,1604,5
522,1468,1266,3
523,5130,3736,5
524,4496,1091,4
525,946,6961,1
526,6615,247,2
527,6955,4848,3
528,6670,6837,5
529,1208,6673,4
530,6344,3930,5
531,3675,1667,2
532,6824,4891,2
533,1068,1020,3
534,4856,4525,5
535,6637,3478,4
536,1789,1519,4
537,1451,2070,1
538,1048,760,4
539,3829,6376,5
540,1851,4690,2
541,5433,6010,3
542,3822,471,2
543,1426,3346,4
544,3763,5508,4
545,2922,3746,5
546,3050,2433,1
547,6354,6545,2
548,766,4747,5
549,4347,1873,5
550,6971,4659,1
551,5685,5932,4
552,5280,265,5
553,5234,2965,5
554,6474,6579,5
555,291,2586,1
556,4711,2397,4
557,6512,5861,2
558,4369,3825,5
559,873,5084,4
560,5328,2803,2
561,2135,6355,3
562,1200,2320,1
563,6189,923,3
564,1791,3654,5
565,70,589,4
566,3789,2451,5
567,4715,3184,1
568,57,6643,3
569,2626,3486,2
570,1375,3627,4
571,5792,6598,3
572,5487,842,5
573,264,2708,4
574,4918,3653,3
575,5803,708,1
576,3033,6477,2
577,182,758,2
578,1066,6601,1
579,5547,4428,3
580,3485,1947,3
581,6488,6452,5
582,1614,1446,2
583,131,282,5
584,659,5317,2
585,1903,4579,1
586,3992,2898,4
587,4922,1698,5
588,5047,6302,2
589,2796,3884,5
590,478,2774,3
591,5759,4571,5
592,298,6546,2
593,6194,71,2
594,4863,5782,3
595,6185,4161,2
596,4037,6381,4
597,514,6745,5
598,4165,3543,1
599,4764,714,2
600,6067,5468,1
601,6129,1143,3
602,1283,6810,3
603,71,5336,5
604,6610,5320,3
605,3820,5591,5
606,5616,3453,1
607,5714,6,1
608,2094,3357,4
609,5676,1850,4
610,1223,473,3
611,3532,4842,4
612,4314,5475,1
613,421,3144,4
614,4313,2998,4
615,5659,4815,4
616,3804,4052,3
617,5321,3864,1
618,3522,3315,4
619,5116,445,4
620,2652,5803,2
621,5211,3849,3
622,5075,3011,5
623,1970,4767,1
624,296,422,4
625,2966,1746,4
626,682,386,1
627,467,3936,3
628,6183,1089,2
629,6332,6427,3
630,2539,6789,4
631,2141,3225,3
632,5665,5540,1
633,826,959,5
634,1706,6712,1
635,2343,5618,5
636,3576,5863,2
637,3953,4175,5
638,4391,4457,3
639,2452,2756,3
640,6156,4520,3
641,4216,1083,1
642,1326,3083,5
643,146,640,3
644,2633,5167,5
645,4550,4543,2
646,4713,4494,5
647,4368,6415,2
648,5173,5057,4
649,6517,2728,4
650,4259,4178,2
651,5318,726,1
652,1457,1544,1
653,1289,6499,4
654,1356,6770,5
655,781,4373,3
656,4798,6267,4
657,5862,5280,2
658,4779,918,2
659,6183,868,5
660,2361,1745,1
661,6703,3048,2
662,4244,4618,4
663,905,2649,1
664,2525,2512,5
665,5915,4168,3
666,3726,2370,5
667,3637,1697,3
668,4740,6940,5
669,4659,4736,3
670,3808,599,5
671,5188,5738,1
672,3537,3242,1
673,1351,5557,1
674,545,5820,1
675,4016,3642,3
676,5973,6292,1
677,4975,3959,5
678,394,2938,3
679,5862,1094,1
680,4452,4503,5
681,5366,5777,1
682,5561,4074,4
683,5034,6090,4
684,2083,232,4
685,5009,5611,1
686,6260,6561,2
687,6941,3625,3
688,3809,5101,2
689,1398,149,5
690,2287,5566,4
691,5001,6441,4
692,3207,1063,1
693,2936,1922,2
694,3067,448,2
695,4837,1086,5
696,3717,4284,1
697,2023,1534,3
698,6548,4156,1
699,419,5248,1
700,1939,810,3
701,1925,3870,5
702,3454,6618,1
703,1374,3523,3
704,5976,3776,4
705,6468,4811,1
706,5725,3231,5
707,249,5730,5
708,1699,5918,3
709,4300,1139,4
710,1783,1646,1
711,5475,3680,2
712,332,1484,4
713,2712,5764,1
714,1662,4400,5
715,3854,4612,4
716,1046,5327,3
717,592,5070,1
718,2447,3508,4
719,4933,4079,3
720,2332,584,4
721,5922,4500,1
722,1194,5112,4
723,4381,220,3
724,1292,2679,2
725,3403,6838,2
726,588,4909,4
727,1197,5908,2
728,1012,3548,5
729,307,4319,1
730,2552,5858,4
731,1095,4012,5
732,4672,614,4
733,932,3254,4
734,542,6023,1
735,552,5725,1
736,6918,3260,2
737,1091,1938,5
738,6373,5634,2
739,4531,4047,3
740,6974,3584,4
741,6288,4279,3
742,4220,3375,2
743,6504,6753,5
744,6265,5963,3
745,4808,5568,2
746,1448,3729,4
747,2308,5432,4
748,501,5587,1
749,2714,1401,2
750,3714,1349,5
751,5922,3387,5
752,2298,3456,1
753,3255,6658,5
754,6391,6782,3
755,5103,4265,4
756,1173,3766,2
757,1396,5345,4
758,2276,1173,4
759,5628,5847,4
760,4215,6277,3
761,4065,476,4
762,4334,1775,4
763,6939,4696,2
764,1728,2035,5
765,724,3442,2
766,2051,1425,1
767,3723,10,5
768,3333,6763,3
769,3712,6598,3
770,6775,6567,2
771,336,690,5
772,547,3414,4
773,5528,1023,1
774,869,3360,2
775,4228,6021,2
776,1080,2168,4
777,1009,159,2
778,121,6110,1
779,5322,6275,1
780,2125,5637,3
781,3355,6782,4
782,4760,6482,3
783,1296,689,4
784,4481,5545,3
785,3784,2066,4
786,1620,3454,3
787,763,3739,3
788,4989,4231,4
789,6558,2062,1
790,5943,2658,3
791,5398,5723,4
792,1368,3681,1
793,5239,6268,5
794,2426,2768,1
795,6149,3025,4
796,6791,4158,1
797,4713,5760,3
798,4241,1428,2
799,6030,4007,3
800,4747,6865,3
801,3280,1210,5
802,2382,6587,2
803,22,5593,3
804,2062,774,5
805,6592,5448,5
806,5543,1277,3
807,2904,3888,3
808,3563,6006,4
809,903,5502,1
810,1463,6718,1
811,4858,809,1
812,937,2947,2
813,3847,651,2
814,6693,4414,5
815,2058,2869,4
816,1340,6056,4
817,6418,514,1
818,500,2738,1
819,6302,3462,4
820,3089,5143,2
821,958,4769,4
822,831,210,2
823,2376,2227,5
824,2204,6749,5
825,1313,153,2
826,4759,1209,3
827,2863,3234,1
828,5560,6563,3
829,6231,4395,4
830,1116,3188,4
831,2930,161,3
832,1562,6778,4
833,574,4515,5
834,6901,1370,2
835,6624,3312,5
836,2722,4825,1
837,5259,2332,5
838,206,5539,4
839,2683,2461,2
840,4728,4515,3
841,1174,529,2
842,4100,5995,1
843,3170,988,4
844,6967,6825,2
845,2425,4835,2
846,2942,1094,3
847,1468,2259,3
848,5744,367,1
849,5935,2219,5
850,4994,2542,2
851,5554,5374,2
852,1741,5738,2
853,3608,2518,2
854,1250,4288,2
855,1454,5869,3
856,712,790,2
857,4729,6392,2
858,1515,1478,5
859,1415,3879,4
860,5208,1301,1
861,857,5119,3
862,5850,3286,5
863,1502,3178,2
864,2888,4603,1
865,5070,5381,3
866,5682,6856,2
867,4177,4337,3
868,3005,1174,3
869,1887,2417,3
870,4205,508,3
871,3614,1810,5
872,3225,6738,5
873,3195,611,5
874,2605,6811,4
875,5228,298,1
876,6505,218,5
877,2463,1754,5
878,790,933,5
879,68,6670,2
880,3663,875,3
881,4605,6260,1
882,244,3632,3
883,6356,3704,3
884,1573,819,5
885,3624,4169,1
886,4372,5577,1
887,2595,1507,2
888,4295,1142,3
889,4789,4933,1
890,5841,3531,3
891,959,2629,3
892,6163,6944,5
893,1980,5272,3
894,508,1045,5
895,5540,2487,5
896,4904,2006,2
897,1213,5147,2
898,3311,5184,2
899,863,4331,1
900,4072,4518,1
901,6726,1002,3
902,6128,4815,4
903,1512,3545,4
904,1740,2935,1
905,4633,3057,1
906,2366,399,5
907,6350,1919,2
908,6443,6547,1
909,6667,2268,2
910,3138,127,2
911,6355,5876,4
912,2703,3696,1
913,6959,727,1
914,1548,1954,3
915,6336,1696,3
916,3452,1334,1
917,314,1599,4
918,4152,5071,4
919,6443,3107,4
920,405,715,2
921,7000,2355,4
922,2180,547,2
923,6813,4071,5
924,172,457,3
925,5948,6611,3
926,2800,5389,4
927,3312,3228,5
928,4894,912,5
929,6766,1922,5
930,1866,4487,5
931,3797,631,3
932,3314,2392,1
933,5317,2123,4
934,4331,1581,3
935,3563,2063,3
936,1348,2110,1
937,4508,3750,3
938,283,3606,4
939,4243,846,3
940,4018,575,2
941,369,3702,1
942,5069,6728,3
943,4319,1951,1
944,1771,2539,3
945,1610,3001,4
946,4535,3969,5
947,243,4041,4
948,4446,2936,2
949,3481,3738,2
950,362,3824,1
951,5203,4895,1
952,4710,335,5
953,5247,47,4
954,2065,3059,2
955,5820,6970,1
956,4584,1252,1
957,5101,4938,3
958,9,4442,4
959,1583,2605,1
960,3711,206,4
961,6165,6598,1
962,3557,177,2
963,111,2763,5
964,3565,1390,3
965,199,3776,4
966,907,6108,4
967,1547,1168,1
968,4150,5499,4
969,5729,5760,4
970,424,2043,5
971,2654,6531,5
972,6522,4723,4
973,6855,4234,2
974,3052,717,3
975,1044,476,1
976,3990,5958,4
977,4744,1349,1
978,537,1505,1
979,3143,2871,4
980,225,421,3
981,3490,4936,2
982,5279,4464,4
983,319,2700,1
984,3030,6408,1
985,5484,844,3
986,4109,1103,1
987,1760,5313,2
988,6371,5012,4
989,5634,3139,3
990,6004,1849,2
991,4580,4421,4
992,3197,682,1
993,1118,5170,2
994,3253,5626,1
995,3441,1091,4
996,6582,4412,1
997,218,1422,2
998,4804,3950,5
999,6053,6241,4
1000,6108,5394,2
1001,2131,2792,5
1002,1376,1121,1
1003,4445,939,4
1004,6127,475,2
1005,2943,5102,2
1006,1354,3120,4
1007,5981,1655,2
1008,1831,2839,5
1009,1551,3977,2
1010,335,5742,3
1011,5049,5103,1
1012,4775,6912,2
1013,5601,4276,1
1014,5186,1129,4
1015,130,6678,4
1016,4330,6960,5
1017,1549,6551,1
1018,5274,147,2
1019,2100,976,2
1020,6312,3109,5
1021,456,233,2
1022,3788,709,3
1023,6884,5682,5
1024,3214,185,1
1025,2038,3299,5
1026,4822,989,1
1027,4535,5522,3
1028,6200,3935,5
1029,4792,775,5
1030,3145,6026,3
1031,4997,5844,1
1032,2516,2983,4
1033,2718,1733,5
1034,3801,3245,3
1035,2499,5601,1
1036,6380,4410,3
1037,1022,2941,2
1038,1571,3600,1
1039,5359,1293,3
1040,3399,6736,5
1041,1731,2822,1
1042,1459,243,1
1043,5750,5860,2
1044,4676,4462,4
1045,3418,1610,3
1046,5056,2185,1
1047,5737,6921,2
1048,6013,885,1
1049,5717,4924,1
1050,533,5266,1
1051,846,5772,5
1052,5276,1621,1
1053,2875,816,4
1054,3182,5418,4
1055,1075,1319,2
1056,5157,1528,2
1057,3536,6005,5
1058,1812,3648,1
1059,2972,5844,2
1060,1320,3530,4
1061,670,641,1
1062,166,1353,4
1063,6790,4173,3
1064,128,6510,3
1065,5798,6209,4
1066,5565,171,4
1067,932,1609,2
1068,5702,4740,1
1069,1168,5699,3
1070,4892,3502,3
1071,677,4168,4
1072,5603,5503,3
1073,4286,1107,5
1074,1329,413,4
1075,3376,3802,1
1076,3342,3450,5
1077,6200,270,2
1078,5524,2939,2
1079,3135,6121,5
1080,1218,3865,2
1081,1857,127,4
1082,506,5113,2
1083,5249,6112,2
1084,2307,4101,4
1085,3111,132,5
1086,3525,3477,2
1087,3260,3743,5
1088,6374,1889,2
1089,5936,899,5
1090,3715,213,2
1091,710,222,2
1092,5538,6994,1
1093,6816,1679,5
1094,5424,3361,1
1095,5164,6058,3
1096,3518,3,4
1097,2744,4241,4
1098,6306,6935,4
1099,2915,5144,4
1100,1720,1174,2
1101,5473,1804,2
1102,2008,2904,3
1103,2620,1492,4
1104,2608,6238,5
1105,4886,1794,5
1106,6543,3240,2
1107,4349,1334,5
1108,751,105,2
1109,6048,4085,5
1110,986,788,3
1111,2209,6450,3
1112,6831,1554,1
1113,6684,3707,1
1114,1541,5356,2
1115,153,2761,1
1116,4808,3612,3
1117,216,5809,1
1118,5677,5313,5
1119,107,2767,2
1120,6189,874,4
1121,4963,6722,5
1122,638,913,5
1123,6736,6619,4
1124,4529,4499,1
1125,3314,3749,2
1126,1082,4813,5
1127,4996,1334,3
1128,3929,3195,1
1129,4295,3384,3
1130,6754,3484,5
1131,5910,6345,2
1132,1791,636,5
1133,3108,565,4
1134,171,3417,2
1135,4295,6359,3
1136,3968,2355,1
1137,3134,3040,2
1138,3232,3928,4
1139,1055,2251,5
1140,1860,4414,3
1141,5950,4057,5
1142,6863,4830,1
1143,4235,3327,2
1144,6543,2787,4
1145,1778,4157,1
1146,834,6855,5
1147,4442,6202,3
1148,3240,3387,5
1149,1649,1171,5
1150,4339,4666,4
1151,6646,700,5
1152,3766,2525,4
1153,4739,6598,1
1154,4787,951,5
1155,2606,4087,2
1156,5434,4112,4
1157,5463,3471,5
1158,1880,4905,4
1159,434,5069,2
1160,6685,6472,3
1161,7,6195,2
1162,842,1695,3
1163,4568,4313,3
1164,4415,145,1
1165,5303,864,4
1166,250,6629,3
1167,6371,3508,2
1168,473,968,4
1169,5483,1856,4
1170,4743,2704,3
1171,612,2398,5
1172,2504,1918,2
1173,6238,776,4
1174,2222,4855,2
1175,2815,5110,3
1176,519,695,1
1177,6423,3120,3
1178,2764,4550,1
1179,3640,391,1
1180,2559,1169,5
1181,263,5751,5
1182,4314,6820,2
1183,2990,3512,1
1184,6637,56,1
1185,6910,3354,1
1186,1589,4077,1
1187,1572,575,5
1188,1065,6989,5
1189,4484,1729,3
1190,2423,618,5
1191,6265,4090,5
1192,5471,3447,4
1193,20,1782,5
1194,1927,5148,3
1195,4821,2507,2
1196,2539,1425,2
1197,1292,4979,2
1198,6761,313,5
1199,4524,4959,5
1200,6438,979,5
1201,2519,3815,3
1202,4578,2278,1
1203,5838,6338,4
1204,3976,76,3
1205,5372,1541,2
1206,3163,4035,3
1207,1108,5369,2
1208,1521,748,3
1209,5136,4649,4
1210,1793,1660,1
1211,5263,4773,5
1212,2464,3879,2
1213,5406,2840,5
1214,3094,4084,2
1215,2473,1480,5
1216,5903,6182,3
1217,1888,5155,1
1218,2039,6293,4
1219,5407,2414,4
1220,2097,695,3
1221,4229,2503,4
1222,4090,3123,4
1223,5462,1731,2
1224,273,1668,1
1225,3731,5901,1
1226,3139,247,4
1227,3273,388,2
1228,6001,4913,3
1229,4295,3817,2
1230,2474,4207,3
1231,1909,91,4
1232,3931,5550,3
1233,2248,2377,1
1234,3811,4,5
1235,4187,6572,4
1236,743,3037,5
1237,1131,6868,1
1238,3323,2100,3
1239,5532,1334,5
1240,291,1909,2
1241,6552,3756,4
1242,1219,6558,2
1243,1154,2143,4
1244,2040,6908,1
1245,6970,3594,4
1246,36,189,3
1247,3235,304,5
1248,319,2226,4
1249,6403,6252,3
1250,3934,6020,2
1251,4873,1161,3
1252,919,2322,2
1253,5094,2166,1
1254,1734,96,2
1255,852,1986,1
1256,6665,1355,4
1257,5951,971,5
1258,2507,2252,5
1259,6904,119,3
1260,6962,1437,4
1261,6358,2558,1
1262,6892,94,5
1263,2298,6294,3
1264,5637,1927,5
1265,3874,6441,4
1266,3552,4575,3
1267,5181,878,2
1268,5547,3812,4
1269,1024,5769,2
1270,1434,1176,5
1271,5883,679,4
1272,5271,3854,4
1273,4299,1604,1
1274,5096,1640,3
1275,6983,5258,4
1276,6371,2034,2
1277,5670,4473,3
1278,1560,4643,3
1279,1975,2532,4
1280,297,5482,2
1281,6893,403,2
1282,967,3342,1
1283,5023,2115,1
1284,4407,4905,3
1285,1827,2065,3
1286,5350,5141,1
1287,6800,3356,3
1288,6762,3169,2
1289,2989,5228,5
1290,794,2670,3
1291,3134,5552,1
1292,3085,1760,4
1293,5619,3902,5
1294,3176,4863,4
1295,240,2522,5
1296,3758,3281,5
1297,2615,6876,4
1298,3403,6546,5
1299,4642,391,2
1300,3934,966,2
1301,3215,6760,5
1302,2707,5794,5
1303,4766,5425,1
1304,2219,4770,3
1305,3398,518,5
1306,4762,4406,4
1307,5890,5753,1
1308,5324,3125,4
1309,2751,2713,1
1310,1293,5059,5
1311,6946,5984,2
1312,5681,281,4
1313,4241,5289,2
1314,228,3574,2
1315,2013,5121,2
1316,5172,1641,4
1317,2703,4204,2
1318,1663,711,3
1319,3701,1525,1
1320,504,648,4
1321,4439,3022,2
1322,3574,1266,4
1323,6903,6756,2
1324,5692,2687,2
1325,155,6365,1
1326,3828,6696,3
1327,5995,6372,2
1328,4452,559,3
1329,3693,3382,2
1330,2609,4795,5
1331,4053,3904,2
1332,3876,2063,4
1333,3316,830,2
1334,570,1862,5
1335,3537,5944,4
1336,5178,2511,1
1337,1419,2350,2
1338,5126,76,2
1339,3717,4104,1
1340,3128,6258,2
1341,1441,119,3
1342,6183,3079,4
1343,1679,6775,1
1344,6955,378,3
1345,4652,429,5
1346,3002,5754,1
1347,3279,3006,5
1348,4331,989,5
1349,4135,3155,2
1350,6500,5601,1
1351,856,3241,5
1352,503,2446,2
1353,1195,6131,1
1354,4722,1300,1
1355,3999,4118,3
1356,6724,2381,5
1357,2786,3704,5
1358,3356,6588,1
1359,3734,4544,3
1360,6002,4183,4
1361,3399,3626,5
1362,390,3276,4
1363,1730,568,4
1364,4419,2810,4
1365,5938,6302,4
1366,523,1521,3
1367,863,3904,1
1368,97,4864,2
1369,4344,5591,5
1370,6216,285,2
1371,509,4196,5
1372,1762,717,1
1373,4536,5477,1
1374,3498,2934,2
1375,4251,1175,3
1376,4115,1347,3
1377,825,6617,4
1378,781,3388,2
1379,2641,2878,1
1380,743,578,4
1381,2167,4954,4
1382,2785,6423,1
1383,4268,4572,4
1384,5747,2525,5
1385,5756,6120,5
1386,5161,1400,4
1387,1866,3810,5
1388,6928,6359,5
1389,3916,6754,1
1390,2330,1871,4
1391,4109,5450,5
1392,1987,5204,5
1393,914,4957,1
1394,478,5434,4
1395,356,2752,3
1396,1517,75,2
1397,4223,4603,4
1398,5812,3950,5
1399,6444,1437,5
1400,3274,6105,1
1401,1529,734,5
1402,4236,4910,3
